student_id,first_name,last_name,promotion_id,td_group_id,tp_group_id
E00206,Maha,Hammami,2,21,23
E00207,Dorra,Baccouche,2,21,23
E00208,Yosra,Naifar,2,21,23
E00209,Nadia,Laabidi,2,21,23
E00210,Mariem,Cherni,2,21,23
E00211,Wael,Werghi,3,25,26
E00212,Dorra,Gabsi,3,25,26
E00213,Zied,Chaabane,3,25,26
E00214,Firas,Jelassi,3,25,26
E00215,Anis,Gabsi,3,25,26
E00216,Firas,Rahmouni,3,25,26
E00217,Feriel,Mejri,3,25,26
E00218,Rania,Belhadj,3,25,26
E00219,Roua,Kacem,3,25,26
E00220,Fares,Sassi,3,25,26
E00221,Hela,Trabelsi,3,25,26
E00222,Karim,Belhadj,3,25,26
E00223,Zied,Oueslati,3,25,26
E00224,Mehdi,Douik,3,25,26
E00225,Ghazi,Rahmouni,3,25,26
E00226,Oussama,Sassi,3,25,26
E00227,Hatem,Fakhfakh,3,25,26
E00228,Asma,Belhadj,3,25,26
E00229,Hela,Selmi,3,25,27
E00230,Amine,Khelifi,3,25,27
E00231,Emna,Ayari,3,25,27
E00232,Amira,Hlaoui,3,25,27
E00233,Mariem,Ferchichi,3,25,27
E00234,Sabrine,Belhadj,3,25,27
E00235,Leila,Douik,3,25,27
E00236,Nabil,Douik,3,25,27
E00237,Firas,Hlaoui,3,25,27
E00238,Sabrine,Naifar,3,25,27
E00239,Skander,Cherni,3,25,27
E00240,Feriel,Gabsi,3,25,27
E00241,Emna,Karray,3,25,27
E00242,Wael,Chaabane,3,25,27
E00243,Zied,Cherni,3,25,27
E00244,Bilel,Belhadj,3,25,27
E00245,Chaker,Guesmi,3,25,27
E00246,Ikram,Fakhfakh,3,28,29
E00247,Chaker,Belhadj,3,28,29
E00248,Sarra,Cherni,3,28,29
E00249,Mehdi,Hammami,3,28,29
E00250,Nour,Guesmi,3,28,29
E00251,Rim,Laabidi,3,28,29
E00252,Marwen,Jelassi,3,28,29
E00253,Nabil,Zouari,3,28,29
E00254,Fares,Saidi,3,28,29
E00255,Hela,Rekik,3,28,29
E00256,Mehdi,Ammar,3,28,29
E00257,Ghazi,Mejri,3,28,29
E00258,Marwen,Douik,3,28,29
E00259,Ghazi,Ferchichi,3,28,29
E00260,Dorra,Ammar,3,28,29
E00261,Hatem,Msakni,3,28,29
E00262,Sonia,Loukil,3,28,29
E00263,Hatem,Essid,3,28,29
E00264,Amine,Ouni,3,28,30
E00265,Maha,Saidi,3,28,30
E00266,Ghazi,Jaziri,3,28,30
E00267,Marwen,Naifar,3,28,30
E00268,Fares,Fakhfakh,3,28,30
E00269,Fares,Guesmi,3,28,30
E00270,Emna,Fakhfakh,3,28,30
E00271,Sonia,Saidi,3,28,30
E00272,Rim,Toumi,3,28,30
E00273,Roua,Tlili,3,28,30
E00274,Slim,Douik,3,28,30
E00275,Nabil,Oueslati,3,28,30
E00276,Marwen,Trabelsi,3,28,30
E00277,Asma,Msakni,3,28,30
E00278,Oussama,Toumi,3,28,30
E00279,Sonia,Jelassi,3,28,30
E00280,Nadia,Baccouche,3,28,30
E00281,Nabil,Douik,4,32,33
E00282,Amira,Ferchichi,4,32,33
E00283,Bilel,Saidi,4,32,33
E00284,Skander,Rekik,4,32,33
E00285,Mariem,Laabidi,4,32,33
E00286,Rim,Saidi,4,32,33
E00287,Sarra,Ammar,4,32,33
E00288,Bilel,Jelassi,4,32,33
E00289,Zied,Trabelsi,4,32,33
E00290,Marwen,Ferchichi,4,32,33
E00291,Tarek,Ayari,4,32,33
E00292,Nadia,Bouazizi,4,32,33
E00293,Nadia,Gharbi,4,32,33
E00294,Sonia,Belhadj,4,32,33
E00295,Wassim,Trabelsi,4,32,33
E00296,Feriel,Zouari,4,32,34
E00297,Nour,Hamdi,4,32,34
E00298,Zied,Toumi,4,32,34
E00299,Leila,Loukil,4,32,34
E00300,Dorra,Douik,4,32,34
E00301,Bilel,Riahi,4,32,34
E00302,Slim,Naifar,4,32,34
E00303,Hamza,Mansour,4,32,34
E00304,Slim,Kacem,4,32,34
E00305,Youssef,Msakni,4,32,34
E00306,Sonia,Kacem,4,32,34
E00307,Oussama,Werghi,4,32,34
E00308,Hatem,Tlili,4,32,34
E00309,Wassim,Bouazizi,4,32,34
E00310,Yosra,Rahmouni,4,32,34
E00311,Nour,Khelifi,4,35,36
E00312,Maha,Werghi,4,35,36
E00313,Hamza,Mansour,4,35,36
E00314,Oussama,Gharbi,4,35,36
E00315,Tarek,Jaziri,4,35,36
E00316,Emna,Toumi,4,35,36
E00317,Olfa,Bouazizi,4,35,36
E00318,Aymen,Selmi,4,35,36
E00319,Rim,Ben Salah,4,35,36
E00320,Ghazi,Fakhfakh,4,35,36
E00321,Youssef,Baccouche,4,35,36
E00322,Olfa,Rahmouni,4,35,36
E00323,Mariem,Zouari,4,35,36
E00324,Emna,Nasri,4,35,36
E00325,Ikram,Selmi,4,35,36
E00326,Sarra,Oueslati,4,35,37
E00327,Marwen,Essid,4,35,37
E00328,Mariem,Baccouche,4,35,37
E00329,Yosra,Guesmi,4,35,37
E00330,Skander,Belhadj,4,35,37
E00331,Rania,Guesmi,4,35,37
E00332,Wael,Belhadj,4,35,37
E00333,Mariem,Loukil,4,35,37
E00334,Feriel,Toumi,4,35,37
E00335,Hatem,Mejri,4,35,37
E00336,Sonia,Fakhfakh,4,35,37
E00337,Skander,Nasri,4,35,37
E00338,Sana,Rekik,4,35,37
E00339,Tarek,Dridi,4,35,37
E00340,Rim,Guesmi,4,35,37
E00341,Hamza,Guesmi,5,39,40
E00342,Sabrine,Ben Salah,5,39,40
E00343,Ikram,Sassi,5,39,40
E00344,Rania,Belhadj,5,39,40
E00345,Ghazi,Fakhfakh,5,39,40
E00346,Sabrine,Belhadj,5,39,40
E00347,Zied,Selmi,5,39,40
E00348,Sana,Cherni,5,39,40
E00349,Sonia,Jelassi,5,39,40
E00350,Anis,Ayari,5,39,40
E00351,Asma,Belhadj,5,39,40
E00352,Maha,Toumi,5,39,40
E00353,Yosra,Riahi,5,39,41
E00354,Zied,Karray,5,39,41
E00355,Ikram,Ouni,5,39,41
E00356,Emna,Karray,5,39,41
E00357,Rim,Ouni,5,39,41
E00358,Mariem,Guesmi,5,39,41
E00359,Maha,Dridi,5,39,41
E00360,Fares,Mansour,5,39,41
E00361,Wassim,Laabidi,5,39,41
E00362,Leila,Jaziri,5,39,41
E00363,Amira,Sassi,5,39,41
E00364,Dorra,Essid,5,42,43
E00365,Sarra,Msakni,5,42,43
E00366,Ikram,Naifar,5,42,43
E00367,Anis,Khelifi,5,42,43
E00368,Wassim,Hammami,5,42,43
E00369,Fares,Riahi,5,42,43
E00370,Amira,Kacem,5,42,43
E00371,Amine,Jaziri,5,42,43
E00372,Nabil,Guesmi,5,42,43
E00373,Karim,Ferchichi,5,42,43
E00374,Sabrine,Hammami,5,42,43
E00375,Nabil,Rahmouni,5,42,44
E00376,Sana,Khelifi,5,42,44
E00377,Amine,Loukil,5,42,44
E00378,Anis,Essid,5,42,44
E00379,Zied,Cherni,5,42,44
E00380,Rim,Nasri,5,42,44
E00381,Ines,Dridi,5,42,44
E00382,Zied,Mansour,5,42,44
E00383,Mehdi,Tlili,5,42,44
E00384,Sana,Bouazizi,5,42,44
E00385,Oussama,Rahmouni,5,42,44
E00386,Roua,Ferchichi,6,46,47
E00387,Hela,Zouari,6,46,47
E00388,Oussama,Kacem,6,46,47
E00389,Rania,Belhadj,6,46,47
E00390,Leila,Karray,6,46,47
E00391,Ghazi,Naifar,6,46,47
E00392,Hamza,Oueslati,6,46,47
E00393,Fares,Hlaoui,6,46,47
E00394,Hatem,Cherni,6,46,47
E00395,Wael,Kacem,6,46,47
E00396,Yosra,Baccouche,6,46,48
E00397,Maha,Loukil,6,46,48
E00398,Feriel,Ferchichi,6,46,48
E00399,Feriel,Khelifi,6,46,48
E00400,Dorra,Rahmouni,6,46,48
E00401,Dorra,Dridi,6,46,48
E00402,Firas,Jelassi,6,46,48
E00403,Slim,Belhadj,6,46,48
E00404,Amira,Karray,6,46,48
E00405,Mehdi,Chaabane,6,46,48
E00406,Amine,Ammar,6,49,50
E00407,Wael,Naifar,6,49,50
E00408,Zied,Hammami,6,49,50
E00409,Karim,Ayari,6,49,50
E00410,Anis,Hammami,6,49,50
E00411,Mariem,Bouazizi,6,49,50
E00412,Roua,Ayari,6,49,50
E00413,Bilel,Rahmouni,6,49,50
E00414,Yosra,Toumi,6,49,50
E00415,Wassim,Baccouche,6,49,50
E00416,Leila,Jaziri,6,49,51
E00417,Fares,Selmi,6,49,51
E00418,Hela,Guesmi,6,49,51
E00419,Hela,Bouazizi,6,49,51
E00420,Ines,Chaabane,6,49,51
E00421,Maha,Naifar,6,49,51
E00422,Oussama,Hammami,6,49,51
E00423,Wael,Mansour,6,49,51
E00424,Mariem,Kacem,6,49,51
E00425,Asma,Guesmi,6,49,51
